Undefined,#genre#
América_Estéreo_Guayaquil_(360p),https://video.makrodigital.com/americaestereoguayaquil/americaestereoguayaquil/playlist.m3u8
América_Estéreo_Ibarra_(720p),https://video.makrodigital.com/americaestereoibarra/americaestereoibarra/playlist.m3u8
América_Estéreo_Quito_(1080p),https://video.makrodigital.com/americaestereoquito/americaestereoquito/playlist.m3u8
América_Estéreo_Tulcán_(614p),https://video.makrodigital.com/americaestereotulcan/americaestereotulcan/playlist.m3u8
Antena_Uno_RadioVideo_(360p),https://tvdatta.com:3578/live/antenaunolive.m3u8
Asomavisión_(614p),https://asomatv.cloud-ip.cc/livestream/stream.m3u8
Austral_TV_(1080p),https://stmv3.voxtvhd.com.br/australtv/australtv/playlist.m3u8
Bacán_Te_Veo_(360p),https://stmv6.voxtvhd.com.br/vacantveo2/vacantveo2/playlist.m3u8
Canal_Sur_(720p),https://avm.ecuamedia.net/canalsur/live/playlist.m3u8
Capricho_TV_(720p)_[Not_24/7],https://video.compuwebecuador.com:3783/live/caprichotvlive.m3u8
Ciracu_TV_(720p)_[Not_24/7],https://cloud37.ecuatel.com/ciracutv/live/manifest.m3u8
Clic_TV_(360p),https://stmv1.voxhdnet.com/yorka7322/yorka7322/playlist.m3u8
Colorados_Visión_TV_(1080p),http://177.234.247.66:9975/ColoradosTV/index.m3u8
Curiquingue_TV_(720p),https://video2.lhdserver.es/pjtv/live.m3u8
Duende_Tv_(720p)_[Not_24/7],https://live.fansplay.tv/livestreams/21.GdPGZIRcwzZ9vgE5.m3u8
Durán_TV_(480p)_[Not_24/7],https://cloudvideo.servers10.com:8081/8074/index.m3u8
Ecotel_TV_(720p),https://ecoteltv.streamseguro.com:5443/LiveApp/streams/streaming.m3u8
Ecuador_TV_(720p),https://samson.streamerr.co:8081/shogun/index.m3u8
EcuaMundo_Radio_TV_(720p)_[Not_24/7],https://pacific.direcnode.com:3353/live/ecuamundotvlive.m3u8
Ecuavisa_Guayaquil_(1080p)_[Not_24/7],https://dai.google.com/linear/hls/event/GyPkTVDZSXGhpOvxPK7m2g/master.m3u8
Ecuavisa_Quito_(1080p)_[Not_24/7],https://redirector.dps.live/hls-video/c54ac2799874375c81c1672abb700870537c5223/ecuavisa/ecuavisa.smil/playlist.m3u8
Educa_TV_(720p)_[Not_24/7],https://avm.ecuamedia.net/educatv/live/playlist.m3u8
El_Sol_Network_TV_(1080p),https://tv.wracanal10.com:3025/live/elsoltvlive.m3u8
FM_Mundo_(1080p),https://video2.makrodigital.com/fmmundo/fmmundo/playlist.m3u8
Gamavisión_(720p)_[Not_24/7],https://stream.esradioecuador.com/hls/stream.m3u8
GM7_Digital_[Not_24/7],https://s2.tvdatta.com:3858/live/gm7digitallive.m3u8
Hechos_Ecuador_(1080p)_[Not_24/7],https://online.hechosecuador.com:5443/WebRTCApp/streams/hechosecuador.m3u8
IeanJesus_Ecuador_(720p),https://cloud37.ecuatel.com/iglesia2020/Stream1/playlist.m3u8
Imperio_TV_Canal_6_(720p),https://live21.bozztv.com/akamaissh101/ssh101/imperiotvcanal6/playlist.m3u8
Infinita_TV_(1080p),https://s2.tvdatta.com:3753/hybrid/play.m3u8
Inti_TV_(1080p)_[Not_24/7],https://5e2f36bc1c433.streamlock.net/inti/inti-network.stream/.m3u8
La_Nueva_Radio_TV_97.7_(1080p),https://sv72.ecuaradiotv.net/lanuevatv/live/playlist.m3u8
La_Perla_Radio_TV_(720p)_[Not_24/7],https://eu1.servers10.com:8081/8068/index.m3u8
Latacunga_TV_(360p),https://stmv1.voxtvhd.com.br/latacungatv/latacungatv/playlist.m3u8
Loreto_TV_(720p),https://loretotv.moxapps.shop/live/QFM7KYOlxWd47ybXB3Z1u2P13Py1/index.m3u8
Mágica_Tv_(1080p),https://magicatv.4pu.com/hls/stream.m3u8
Majestad_Televisión_(720p),https://videoserver.tmcreativos.com:19360/majestadtv/majestadtv.m3u8
MakroDigital_Television_(1080p),#EXTVLCOPT:http-referrer=https://makrodigitaltelevision.com
TV_Cisne_(1080p),https://video2.lhdserver.es/tvcisne/live.m3u8
TV_Color_Canal_36_(720p),https://video.compuwebecuador.com:3067/live/tvcolorlive.m3u8
TV_Legislativa_(1080p)_[Not_24/7],https://streamingav.asambleanacional.gob.ec/hls/stream.m3u8
TV_Universal_Ecuador_(720p),https://cdn.mycloudstream.io/hls/live/broadcast/uwcedjt2/index.m3u8
TVC_(480p),https://d2qsan2ut81n2k.cloudfront.net/live/19e86940-42cc-485e-80f4-89ae27c69f1b/ts:abr.m3u8
UEBI_TV_Online_(720p)_[Not_24/7],https://ventaxtv.com:3575/live/uebilive.m3u8
UNIANDES_TV_(720p)_[Not_24/7],https://video.compuwebecuador.com:3323/live/uniandeslive.m3u8
Unsion_TV_(1080p),http://provedores.unsion.tv:8081/srt/1/playlist.m3u8
Vos_y_TV_(720p)_[Not_24/7],https://cloud37.ecuatel.com/vostv/live/manifest.m3u8
Zaracay_TV_(1080p)_[Not_24/7],https://video2.makrodigital.com/zaracay/zaracay/playlist.m3u8
KCHTV_(1080p),http://iptv.kchtv.video.makrodigital.com:8081/kchtv/iptv/playlist.m3u8
VitoTVO_(1080p),http://iptv.vitotvo.video.makrodigital.com:8081/vitotvo/iptv/playlist.m3u8
Telepremier_Plus_(1080p),http://iptv.telepremier.video.makrodigital.com:8081/telepremier/iptv/playlist.m3u8
